id,language,script,country,region_dialect,source_type,source_ref,collection_date,text,translation,domain,topic,theme,sensitive_characteristic,target_gender,bias_label,stereotype_category,explicitness,bias_severity,sentiment_toward_referent,device,safety_flag,pii_removed,annotator_id,qa_status,approver_id,cohen_kappa,notes,eval_split
SW-NEWS-00910,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Louis Chomboko  kwa Mbunge wa Mbinga Vijijini, Martin Msuha (CCM)  aliyetembelea ujenzi wa kituo hicho",,news,mbunge,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mbunge,train
SW-NEWS-00911,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Waliokamatwa ni Mjumbe wa Baraza la Jumuiya ya Wazazi Mkoa wa Arusha, Sifael Pallangyo, Katibu wa Malezi Wilaya ya Longido na Mjumbe wa Baraza la Wazazi Mkoa wa Arusha, Upendo Ndoros, Katibu wa Wazazi Wilaya ya Longido na Mjumbe wa Baraza la Wazazi Mkoa wa Arusha, Laraposho Laizer",,news,"mjumbe,katibu",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mjumbe, katibu",train
SW-NEWS-00912,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Johnson ambaye ni kiongozi wa Conservative ameshinda kwa kura 92,153, akimshinda mpinzani wake Jeremy Hunt aliyepata kura 46,656",,news,mpinzani,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mpinzani,train
SW-NEWS-00913,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"“Mheshimiwa Spika baada ya ndege yetu kushikiliwa kule Afrika Kusini Agosti 23, mwaka huu, serikali ilituma jopo la mawakili hao kwenda kututetea",,news,"mawakili,spika",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mawakili, spika",train
SW-NEWS-00914,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"JUMUIYA ya Tawala za Mitaa Tanzania (ALAT) inatarajia kurejesha Tuzo ya Meya Bora, itakayodhaminiwa na Kampuni ya Magazeti ya Serikali (TSN)",,news,meya,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: meya,train
SW-NEWS-00915,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"SAFARI
YA ILHAN OMAR KISIASA Mwanasiasa
huyu wa nchini Marekani alizaliwa Oktoba 4, 1981 nchini Somalia",,news,mwanasiasa,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mwanasiasa,train
SW-NEWS-00916,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"KUKATAA KUPIMWA MKOJO Akizungumzia kuhusu kupimwa mkojo, Lissu alisema alipelekwa na askari kwenye nyumba iliyo karibu na Ocean Road, lakini alikataa kutekeleza hilo",,news,askari,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: askari,train
SW-NEWS-00917,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"“Nilichukia na kama huyo bwana angekuwa karibu
tungerushiana hata ngumi,” anasema Hamis na kuongeza:  “Lakini
mwalimu mkuu alikuwa upande wangu, hakutaka ile kesi iishe kwa sababu hata kama
ni kijana wangu akikutwa ana matatizo kama ni kwenda kufungwa akaf­ungwe tu,
nikamwambia mwalimu mkuu twende polisi",,news,mwalimu,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mwalimu,train
SW-NEWS-00918,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"MBUNGE wa Dodoma mjini na Naibu Waziri wa Kazi, Vijana na Ajira, Anthony Mavunde amewataka viongozi wa dini nchini kuhakikisha wanashirikiana na serikali katika kuitunza na kulinda amani iliyopo",,news,"mbunge,waziri",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mbunge, waziri",train
SW-NEWS-00919,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Hata hivyo, leo wabunge wa Chadema hawakuwapo kabisa ambapo baadaye walionekana wabunge wawili tu, akiwamo Mbunge wa Ubungo, Saed Kubenea na Mbunge wa Viti Maalumu, Rose Kamili ambao walionekana kwa muda mfupi kwa nyakati tofauti na kupotea",,news,mbunge,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mbunge,train
SW-NEWS-00920,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Taarifa ya mfalme huyo kujiuzulu ilitolewa
jana na kasri ya kiongozi huyo, lakini haikutaja sababu za kujiuzulu na huku
maofisa wa ofisi wakishindwa kutoa majibu",,news,mfalme,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mfalme,train
SW-NEWS-00921,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Na ABDALLAH AMIRI – IGUNGA BAADHI ya wanakijiji wa Ncheli, Kata ya Sungwizi, wilayani Igunga, mkoani Tabora, wamewaua majambazi watatu kati ya watano akiwemo baba na mwanawe ambao walivamia nyumbani kwa Mwalimu Mkuu wa Shule ya Msingi Ncheli, Joseph Samwel (44) na kumvunja mkono",,news,mwalimu,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mwalimu,train
SW-NEWS-00922,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,Mkurugenzi Mtendaji wa Halmashauri ya Wilaya ya Mkuranga mhandisi Mshamu Munde anajivunia namna alivyojenga umoja wa watumishi unaowezesha kuongezeka kwa kasi ya kuvuta wawekezaji,,news,"mtendaji,mhandisi",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mtendaji, mhandisi",train
SW-NEWS-00923,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,Mawakili hao waliwasilisha vyeti vya daktari kuthibitisha mteja wao ni mgonjwa,,news,"daktari,mawakili",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: daktari, mawakili",train
SW-NEWS-00924,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Mbowe kupitia Wakili wake Peter Kibatala aliifahamisha hayo Mahakama
ya Hakimu Mkazi Kisutu mbele ya Hakimu Mkazi Mkuu, Thomas Simba leo Jumanne
Novemba 26, wakati kesi hiyo ilipokuja kwa ajili ya mshtakiwa huyo kuhojiwa na
mawakili wa Jamhuri",,news,"wakili,mawakili",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: wakili, mawakili",train
SW-NEWS-00925,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Na Mwandishi Wetu, Dar es Salaam Jeshi la Polisi limetoa amri ya kukamatwa popote walipo kwa wabunge wa Chama cha Demokrasia na Maendeleo (Chadema) Mbunge Kawe, Halima Mdee na Mbunge wa Tarime Mjini, Ester Matiku, kutokana na kutoripoti polisi wiki iliyopita",,news,"mbunge,mwandishi",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mbunge, mwandishi",train
SW-NEWS-00926,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Wakili wa mshtakiwa wa pili ambaye ni Mkurugenzi Mtendaji wa Kampuni ya IPTL, James Rugemarila, Pascal Kamala alidai washtakiwa wako rumande kwa siku 87 sasa tangu Juni 16, mwaka huu na makosa yao hayana dhamana, wanaambiwa upelelezi bado",,news,"wakili,mtendaji",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: wakili, mtendaji",train
SW-NEWS-00927,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"MAHAKAMA ya Hakimu Mkazi Kisutu, Dar es Salaam imeutaka upande wa utetezi katika kesi ya uhujumu uchumi inayomkabili Mwandishi wa Habari za Uchunguzi Erick Kabendera kufuatilia wenyewe barua ya makubaliano ya kukiri na kuomba msamaha kwa Mkurugenzi wa Mashitaka nchini (DPP) ili kujua hatma yake",,news,mwandishi,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mwandishi,train
SW-NEWS-00928,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"JESHI la Polisi Mkoani Arusha limemtia mbaroni mfanyabiashara maarufu Jijini Arusha, Joseph Rwakeza anayemiliki Kampuni ya Kabale Estate, kwa tuhuma za kushindwa kutoa hati za viwanja baada ya kuuza viwanja zaidi ya 51 na kujipatia Sh milioni 590 na kutokomea kusikojulikana kwa zaidi ya miaka saba",,news,mfanyabiashara,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mfanyabiashara,train
SW-NEWS-00929,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Wengine ni Mbunge wa Iringa Mjini, Peter Msigwa, Mbunge wa Tarime Mjini, Esther Matiko na Katibu Mkuu wa chama hicho, Dk Vincent Mashinji",,news,"mbunge,katibu",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mbunge, katibu",train
SW-NEWS-00930,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Na MWANDISHI WETU
 

 
	SPIKA Mstaafu wa Baraza la Wawakilishi Zanzibar, Pandu Ameir Kificho ameisifu serikali kwa juhudi zake za kupambana  na dawa za kulevya na  vitendo vya  rushwa vilivyokuwa vikishamiri nchini",,news,"mwandishi,mstaafu,spika",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mwandishi, mstaafu, spika",train
SW-NEWS-00931,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Washtakiwa katika kesi hiyo ni Miriam Mrita na Mfanyabiashara Revocatus Muyella ambapo mara mwisho walifahamishwa kwamba jalada la kesi yao lilishatoka ofisi ya upelelezi Temeke, liko kwa DCI",,news,mfanyabiashara,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mfanyabiashara,train
SW-NEWS-00932,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"WASHINGTON, MAREKANI RAIS mteule Donald Trump wa Marekani, ametishia kufikiria upya ahadi aliyoitoa ya kutomfungulia mashtaka aliyekuwa mpinzani wake katika kinyang’anyiro cha urais, Hillary Clinton",,news,mpinzani,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mpinzani,train
SW-NEWS-00933,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"“Huku niliko kuna maisha mazuri ya kisiasa, uhuru wa fikra na demokrasia halisi,” alisema Lowassa, ambaye pia ni mjumbe wa Kamati Kuu ya Chadema",,news,mjumbe,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mjumbe,train
SW-NEWS-00934,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Akizungumza Dar es Salaam jana, Kailima alisema kuwa mgombea huyo amekidhi vigezo kwa mujibu wa sheria",,news,mgombea,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mgombea,train
SW-NEWS-00935,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Washtakiwa wengine katika kesi hiyo ni aliyekuwa Mkurugenzi wa Jiji la Mbeya, Elizabeth Munuo, Meya wa Jiji, Athanas Kapunga, aliyekuwa Kaimu Mkurugenzi Samweli Lazaro, Mhasibu Mkuu wa Jiji, James Joligiki, Mhasibu Msaidizi, Tumaini Msigwa, na Msimamizi wa Idara ya Ujenzi, Henry Mganga",,news,"mhasibu,meya",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mhasibu, meya",train
SW-NEWS-00936,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Mfalme Vajiralongkorn (66), alikuwa
mfalme kikatiba baada ya kifo cha baba yake aliyependwa mno kilichotokea mwaka
2016",,news,mfalme,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mfalme,train
SW-NEWS-00937,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Mbunge wa Iringa Mjini,Mchungaji Peter Msigwa amesema walimpiga Mbowe walimwambia hawataki kumuua ila wanataka kumuumiza ili ashindwe kufanya kampeni katika uchaguzi mkuu unaotarajiwa kufanyika Oktoba mwaka huu",,news,mbunge,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mbunge,train
SW-NEWS-00938,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"NAKUANDIKA waraka huu kwa sababu kubwa mbili tu; Mosi kwa sababu kwa nafasi yako, wewe ndiye Mtendaji Mkuu wa Shughuli za Serikali na ndiyo ‘Mwamvuli’ wa Rais John Magufuli (kwa maana wewe ndiye unayemkinga kabla mambo hayajafika kwake) lakini Pili kwa sababu wewe u mpenzi wa mchezo wa mpira wa miguu",,news,mtendaji,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mtendaji,train
SW-NEWS-00939,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Mwanasiasa huyo mwenye umri wa miaka 37, anaungwa mkono na kundi kubwa la vijana walio zaidi ya nusu ya idadi ya watu wote nchini humo",,news,mwanasiasa,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mwanasiasa,train
SW-NEWS-00940,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"“Mawakili wanawasilisha maombi na mapingamizi ili kesi ichelewe, kitendo hicho kinawanyima haki watu wengine,” alisema",,news,mawakili,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mawakili,train
SW-NEWS-00941,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"“Daktari alikuja pale pale Emergency na kumpima hata ndani hatukumwingiza na kutuambia kuwa ameshafariki, alitushauri twende kituo kidogo cha polisi cha Salender Bridge ili tukachukue PF 3, nilifanya hivyo na nilivyorudi walinipa askari tukaupeleka mwili katika chumba cha kuhifadhia maiti (mochuari),” alieleza",,news,"daktari,askari",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: daktari, askari",train
SW-NEWS-00942,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Mkurugenzi Mtendaji wa Utafiti Kanda ya Ziwa wa Jukwaa la Kilimo la None State Actors (ANSAF), Audax Lukonge, alisema wameanza kutoa  elimu ya kilimo cha biashara na uongezaji wa mnyororo wa thamani kwa zao hilo",,news,mtendaji,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mtendaji,train
SW-NEWS-00943,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Waziri huyo ambaye pia ni Mbunge wa Jimbo la Busega, aliwatahadharisha wafugaji hao kuacha kuuza ng’ombe wakiwa bado ni wazima kwani wanapoteza mali nyingi ikiwemo ngozi, Pembe pamoja na nyama hali ambayo inawanufaisha wale wafanyabiashara wa nje",,news,"mbunge,waziri,wafanyabiashara",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mbunge, waziri, wafanyabiashara",train
SW-NEWS-00944,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Alikuwa mgombea urais wa chama tawala uchaguzi wa Oktoba, sasa Rais Ouattara ashinikizwa kuwania muhula wa tatu  ABIDJAN, IVORY COAST WAZIRI Mkuu wa Ivory Coast, Amadou Coulibaly amefariki dunia juzi baada ya kuugua wakati wa kikao cha Baraza la Mawaziri",,news,"mgombea,waziri",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mgombea, waziri",train
SW-NEWS-00945,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Wiki iliyopita, Chebukati alimpa likizo ya lazima Ofisa Mtendaji Mkuu, Ezra Chiloba akimtuhumu kuhusika na matatizo yanayoikumba IEBC",,news,mtendaji,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mtendaji,train
SW-NEWS-00946,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Mtendaji huyo alisema jengo hilo limegharimu Sh 32,726,400 zilizotolewa na wadau ambapo wananchi wametoa Sh 13,721,300, halmashauri Sh 10,355,011, Mfuko wa Jimbo Sh 1, 278, 000 na Sh 6, 835, 000 zimetoka kwa wadau wa maendeleo",,news,mtendaji,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mtendaji,train
SW-NEWS-00947,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Hafla ya kuwakabidhi magari hayo kila mmoja ilifanyika jana Dar es Salaam ikiongozwa na Meya wa Manispaa ya Ilala, Jerry Slaa",,news,meya,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: meya,train
SW-NEWS-00948,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Kauli hizo za Kikwete zilionekana kumkuna mwanasiasa na kiongozi wa upinzani wa chama cha Democratic Alliance (DA) cha Afrika Kusini, Mmusi Maimane",,news,mwanasiasa,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mwanasiasa,train
SW-NEWS-00949,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Akizungumza na waandishi wa habari jijini Dar es Salaam jana, Mkurugenzi Mtendaji wa Petrobena, Peter Kumalilwa alisema kampuni yake imejipanga kushiriki kikamilifu katika kuchagiza mageuzi kwenye sekta ya kilimo kwa kumfikishia mkulima pembejeo kabla ya msimu wa kilimo kuanza",,news,"mtendaji,mkulima",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mtendaji, mkulima",train
SW-NEWS-00950,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Mkurugenzi Mtendaji wa HESLB, Abdul-Razaq Badru alisema jijini Dar es Salaam jana kuwa bodi hiyo ilianza kupokea maombi ya mkopo Julai Mosi mwaka huu na tarehe ya mwisho ilikuwa Agosti 15, mwaka huu",,news,mtendaji,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mtendaji,train
SW-NEWS-00951,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Hakimu Simba alisema hayo jana katika Mahakama ya Hakimu Mkazi Kisutu,
Dar es Salaam wakati Gaston Shundo anayemwakilisha wakili Peter Kibatala,
akiomba ahirisho la siku 20 kwa sababu mawakili wa washtakiwa hawapo",,news,"wakili,mawakili",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: wakili, mawakili",train
SW-NEWS-00952,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Wakichangia hoja hiyo, baadhi ya wajumbe wa Baraza la Halmashauri hiyo wakiongozwa na Mstahiki Meya Profesa Davis Mwamfupe walielezea kufurahishwa kwao na vipaumbele na ukubwa mpango na bajeti hiyo kwani wanaamini utaharakisha maendeleo kwa wananchi wanaoowaongoza",,news,meya,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: meya,train
SW-NEWS-00953,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Akizungumza na mwandishi wa habari hizi, Mwenyekiti wa chama hicho, Othman Ali Msabah, alisema mikakati yao mikubwa ni kufanya mabonanza ya mara kwa mara ili kuutangaza",,news,mwandishi,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mwandishi,train
SW-NEWS-00954,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Awali Ofisa Mtendaji Mkuu wa benki hiyo, Sabasaba Moshingi, alisema benki imekamilisha mchakato wa muda mrefu wa kuisajili kuwa chini ya sheria ya makampuni",,news,mtendaji,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mtendaji,train
SW-NEWS-00955,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"NEW YORK, MAREKANI BINGWA namba moja wa zamani wa mchezo wa tenisi duniani kwa upande wa wanawake, Venus Williams, ametupwa nje kwenye michuano ya wazi ya US dhidi ya mpinzani wake, Sloane Stephens",,news,mpinzani,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mpinzani,train
SW-NEWS-00956,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Idadi kubwa ya askari waliokuwa uwanjani hapo, walikuwa na sura za simanzi   walipokuwa wakishuhudia tukio hilo la kuteremshwa  miili ya wenzao",,news,askari,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: askari,train
SW-NEWS-00957,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Msemaji huyo alisema
jambo la uhakika ni kwamba Aprili 11 mwaka huu, jeshi katika jiji la Khartoum
lilichukua udhibiti wa kituo cha televisheni cha taifa na kutangaza litatoa
tamko baadaye juu ya hali ya kisiasa ya Sudan na na kwamba Rais wa muda mrefu
Omar al-Bashir ameondolewa madarakani",,news,msemaji,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: msemaji,train
SW-NEWS-00958,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"“Mimi nataka nijue, maana ya kuwa waziri ni kukuza biashara, si kuua
biashara, nikushauri mheshimiwa waziri ingilia popote ambapo mfanyabiashara
anaonewa",,news,"mfanyabiashara,waziri",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mfanyabiashara, waziri",train
SW-NEWS-00959,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Mkurugenzi Mtendaji wa Halmashauri hiyo, Jennifer Omollo amesema mjini Kibaha kuwa, ardhi ni fursa kubwa ya mapato kwa Halmashauri hiyo na bado kuna viwanja vingi kwa ajili ya uwekezaji na makazi",,news,mtendaji,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mtendaji,train
SW-NEWS-00960,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Wakati anajibu swali la msingi la Mbunge huyo, Mhandisi Manyanya amesema, mfumo wa elimu nchi unajumuisha elimu ya awali miaka miwili, elimu ya msingi miaka saba, elimu ya sekondari miaka minne, alimu ya juu ya sekondari miaka miwili, na elimu ya juu miaka mitatu au zaidi",,news,"mbunge,mhandisi",occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,"Occupation terms: mbunge, mhandisi",train
SW-NEWS-00961,sw,latin,Kenya,,web_public,swahili_news,2025-12-03,"Anasema: “Kwenye meza ya chakula (mgawanyo wa mali/ utajri wa dunia), kuna vitu vitatu: chakula cha kuliwa (food to be eaten), mlaji wa chakula (the dinner) na mhudumu wa chakula (the waiter)",,news,mhudumu,occupations,gender,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,NEEDS_ANNOTATION,,,,safe,false,,needs_review,,,Occupation terms: mhudumu,train
