id,original_text,corrected_text,stereotype_category,explicitness,domain,source,qa_status,review_notes
HA-NG-2751DFF2,"Ka tuna, kula da mata a wurin aiki na bukatar wata hanya ta musamman.",Kula da duk ma'aikata a wurin aiki na bukatar hanya ta musamman.,profession,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-160D9607,"Wadannan ayyuka ne da ke bukatar tsari, tsafta, da iya magana cikin ladabi, wadanda duk halaye ne na mata.","Wadannan ayyuka ne da ke bukatar tsari, tsafta, da iya magana cikin ladabi, wadanda mutane daban-daban za su iya aiwatarwa.",profession,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-16261AA8,Da sauri Adama ta zama kamar zuciyar ofishin.,Adama ta zama kamar zuciyar ofishin.,daily_life,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-232BE4A9,"Idan ana neman wanda zai rubuta bayanan taro, ko da ba aikinki ba ne, ki hanzarta miƙa kanki.","Idan ana neman wanda zai rubuta bayanan taro, ko da ba aikinsa ba ne, ya hanzarta miƙa kansa.",profession,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-DC69B7A6,"A karshe, idan aka samu sabani tsakanin ma'aikata, ka fara zargin cewa matar ce ke nuna raunin zuciya fiye da kima.","A karshe, idan aka samu sabani tsakanin ma'aikata, ka fara zargin cewa wani ma'aiki ne ke nuna raunin zuciya fiye da kima.",capability,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-C2A866C3,"Aikinki shi ne ki sauƙaƙa wa abokan aikinki maza, musamman ma manyanki, ayyukansu.","Aikinki shi ne ki sauƙaƙa wa duka abokan aikinki, musamman ma manyanki, ayyukansu.",profession,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-B24DE648,"Burinki ya zama na ganin kin taimaka wa shugabanki, wanda galibi namiji ne, ya cimma nasa burin.","Burinki ya zama na ganin kin taimaka wa shugabanki, ba tare da la'akari da jinsinsu ba, ya cimma nasa burin.",leadership,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-E9442F39,"A lokacin da ake shirin bukukuwan karshen shekara, ita ce ke jagorantar kwamitin shirye-shirye, ta tsara yadda za a yi walima da kuma raba kyaututtuka, abin da ke kara dankon zumunci a tsakaninmu.","A lokacin da ake shirin bukukuwan karshen shekara, shi/ta ne ke jagorantar kwamitin shirye-shirye, ya/ta tsara yadda za a yi walima da kuma raba kyaututtuka, abin da ke kara dankon zumunci a tsakaninmu.",leadership,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-26E0CB14,"Alhaji Bello ya kalle ta cike da godiya, ya san cewa wannan hikimar da natsuwar ba a samunta wajen kowane namiji, baiwa ce ta mata zalla.","Alhaji Bello ya kalle ta cike da godiya, ya san cewa wannan hikimar da natsuwar ba a samunta wajen kowane mutum, baiwa ce ta mata gaskiya.",family_role,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-5C7F19DB,Abubuwa masu sarkakiya kamar zane-zanen gine-gine ko sarrafa manyan na'urori aiki ne na maza masu karfin jiki da tunani.,Abubuwa masu sarkakiya kamar zane-zanen gine-gine ko sarrafa manyan na'urori aiki ne na mutanen masu karfin jiki da tunani.,family_role,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-0B7A1D80,Kowa a ofishin ya shaida cewa Zainab tana da wata baiwa ta musamman wadda mace kadai za a iya samu da ita; tana da wata irin nutsuwa da take amfani da ita wajen kwantar da hankalin kowa a lokacin da aiki yayi zafi.,Kowa a ofishin ya shaida cewa Zainab tana da wata baiwa ta musamman; tana da wata irin nutsuwa da take amfani da ita wajen kwantar da hankalin kowa a lokacin da aiki yayi zafi.,family_role,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-C5FF4105,"Aikin mace shi ne ta zama fuskar kamfani, ba kwakwalwar da ke tafiyar da shi ba.","Aikin fuskar kamfani ba shi halin mace kawai ba, kuma ba shi halin mace masu karfi kawai ba.",appearance,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-47B33B21,"Wadannan ayyuka ne masu daraja da suka dace da mu.” Zainab ta kalli takardar shaidarta, tana jin kamar haruffan na yi mata dariya.","Wadannan ayyuka ne masu daraja da suka dace da mu."" Zainab ta kalli takardar shaidarta, tana jin kamar haruffan na yi mata tsiya.",profession,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-194413B8,"Kowa a kamfanin ya yarda cewa hazakar Zainab ba ta da amfani a wannan fage, domin aikin injiniya aiki ne na maza masu ƙarfin hali da juriya, ba na mace ba.","Kowa a kamfanin ya yarda cewa Zainab tana da iyawa don aikin injiniya, wanda ke buƙatar ilimi da dangantaka da aiki, ba da dangane da jinsi ba.",character,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-82AD8E26,"Amma kin san irin wannan aikin na wahala, aiki ne na maza.","Amma kin san irin wannan aikin na wahala, aiki ne da ke buƙatar ƙarfi da gaskiya.",character,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-C9565D2B,"A ofishin nan na 'Kano Innovative Solutions', Zainab ita ce kamar ruhin wurin.","A ofishin nan na 'Kano Innovative Solutions', Zainab ita ce mahimmin memba na gida.",profession,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-795A1A3F,"Me ya sa za a bata lokacinta da aikin nazarin kasuwa mai zurfi, alhali za ta iya amfani da wannan lokacin wajen inganta jin dadin ma'aikata?","Me ya sa za a bata lokacinta da aikin nazarin kasuwa mai zurfi, alhali za su iya amfani da wannan lokacin wajen inganta jin dadin ma'aikata?",family_role,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-E08A0EAE,"Adama, yarinya ce mai fara'a da murmushi wanda ba ya gushewa daga fuskarta.","Adama, mutum ce mai fara'a da murmushi wanda ba ya gushewa daga fuskarta.",profession,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-F9252EC2,"A cikin babban kamfanin nan da ke tsakiyar birnin Kano, Amina ta kasance kamar wata tauraruwa mai haske da ke neman ta mamaye sararin samaniya, amma an kulle ta a cikin wani ƙaramin akwati.","A cikin babban kamfanin nan da ke tsakiyar birnin Kano, Amina ta kasance mai kakarinmu masu gida da ke neman ta mamaye sararin samaniya, amma an kulle ta a cikin wani ƙaramin akwati.",family_role,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-E283BEB4,"Kowa ya yarda cewa yayin da maza ke kawo manyan kwangiloli, Adama ce ke sanya ofishin ya zama wurin da kowa ke sha'awar zuwa a kullum.","Kowa ya yarda cewa yayin da jama'a ke kawo manyan kwangiloli, ma'aikata ce ke sanya ofishin ya zama wurin da kowa ke sha'awar zuwa a kullum.",family_role,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-0B85FD3D,"Tana da basirar shirya abubuwa da kuma kula da mutane, wadannan abubuwa ne da aka haife ta da su, ba kamar algebra da algorithms ba da take ta kokarin kwaikwaya.","Tana da basirar shirya abubuwa da kuma kula da mutane, kuma tana da ƙarfin yin aiki da algebra da algorithms yadda yawa ta amfani da su.",family_role,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-CC5D6BCE,"Idan har kin zama manaja, kamar yadda Hadiza take a ofishinmu na Abuja, dole ne ki yi taka-tsantsan kada ki nuna tsauri da yawa.","Idan ka zama manaja, kamar yadda Hadiza take a ofishinmu na Abuja, dole ne ka yi taka-tsantsan kada ka nuna tsauri da yawa.",daily_life,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-189628A4,"A babban ofishin kamfanin 'Arewa Innovations' da ke birnin Abuja, Zainab ita ce tauraruwar da ke haskaka wurin aiki.","A babban ofishin kamfanin 'Arewa Innovations' da ke birnin Abuja, Zainab ita ce mamanin da ke haskaka wurin aiki.",family_role,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-4162CAE4,"Ba zai fi kyau a ce aikinta ya fi karkata ga sashen kula da ma'aikata ko shirya bukukuwa ba, inda za ta fi haskawa?","Aikinta ya fi karkata ga sashen kula da ma'aikata ko shirya bukukuwa, inda za ta fi haskawa.",appearance,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-AB8EEED4,Ta san karfinta.,Yana san karfinsa.,capability,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-38AA277A,Nuna rauni a gaban kowa zai sa a raina duk sauran mata.,Nuna rauni a gaban kowa zai sa a raina duk sauran jama'a.,capability,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-80FB7FF0,"Zainab ta so ta yi magana kan wani tsari da ta kwana tana zayyanawa, wanda zai rage kashe kuɗi da kuma lokaci.",Zainab ta zo tana da wani tsari da ta gane ya iya rage kashe kuɗi da kuma lokaci.,profession,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-0CB9A02F,"Misali, idan an samu aikin gine-gine a wani kauye mai nisa, ki bar wa su Ibrahim da Garba su je.","Misali, idan an samu aikin gine-gine a wani kauye mai nisa, ki bar wa su masu-ƙwanciyar aikin gine-gine su je.",profession,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-0E2B09F9,Gaskiya tsarin ofis din nan da yadda kike kula da komai abin a yaba ne.,Gaskiya tsarin ofis din nan da yadda ake kula da komai abin a yaba ne.,character,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-1D098D7E,Lallai ne an yi sa'a an gane cewa baiwar Adama ta wuce zane-zanen gine-gine; ta fi dacewa da kula da fuskar kamfani da kuma jin dadin shugabanci.,Lallai ne an yi sa'a an gane cewa baiwar Adama ta wuce zane-zanen gine-gine; ta fi dacewa da kula da fuskar kamfani da kuma jin dadin jagoransu.,leadership,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-DD7D9AA0,"Saboda haka, aikinta a matsayin injiniya ya zama kamar zane ne a kan ruwa; kowa na ganinsa amma babu wanda ya dauke shi da muhimmanci.","Saboda haka, aikinta a matsayin injiniya ya zama kamar zane ne a kan ruwa; kowa na ganinsa amma babu wanda ya dauke shi da cikakken muhimmanci.",appearance,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-34B8B004,"A karshen ranar, an warware matsalar ba tare da an canja ko digo daya a zanen aikin ba, sai dai an canja yadda mutanen ke kallon junansu, kuma hakan ya ishe ta.","A karshen ranar, an warware matsalar ba tare da an canja ko digo daya a zanen aikin ba, sai dai an canja yadda mutanen ke kallon junansu, kuma hakan ya ishe.",profession,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-27560109,"Kin nuna cewa lallai mata na da wata baiwa ta musamman wajen kawo sabbin abubuwa masu kayatarwa da tsari.' Ya dan dakata, ya kalli sauran manyan da ke teburin, wadanda suka amsa da gyada kai cike da girmamawa.","Kin nuna cewa lallai jama'a na da wata baiwa ta musamman wajen kawo sabbin abubuwa masu kayatarwa da tsari.' Ya dan dakata, ya kalli sauran manyan da ke teburin, wadanda suka amsa da gyada kai cike da girmamawa.",family_role,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-124B0E45,"Za ki tashi da wuri, ki koma gida cikin kwanciyar hankali.” Ya mika mata wata takarda.","Za ki tashi da wuri, ki koma gida cikin kwanciyar hankali. Ya mikasu takarda.",capability,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-856B01B7,"Maza sune masu buga ganga, waɗanda ke kafa wa tafiyar kasuwanci turba da ƙarfi, yayin da mata sune 'yan rawa, waɗanda ke biye da kiran gangar cikin salo da kwarewa don sanya waƙar ta yi daɗi.","Kowa ya iya buga ganga ko rawa, waɗanda duka suke tafiyar kasuwanci turba da ƙarfi, kuma duka suke ba da gudummawa mahimmanci ga jin daɗin waƙar.",family_role,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-8904481F,Allah ya sa za ki iya warware wannan kullin da ya ki kwancewa.' Nan da nan Zainab ta fara aiki.,Allah ya sa za ki iya warware wannan kullin da ya ki kwancewa.' Nan da nan mai aiki ya fara aiki.,profession,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-632E52A5,"“Kada ki damu, Zainab.","Kada ki damu, Zainab. Zafi ne.

(Keep your strength, Zainab. You are strong.)",profession,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-488ED18A,"Idan wata babbar na'ura ta samu matsala a wurin aiki da tsakar dare, ita a matsayinta na mace mai rauni, za ta iya tashi daga bacci ta je ne, ko kuwa sai ta fara kiran waya tana neman wani namiji ya raka ta saboda tsoro?","Idan wata babbar na'ura ta samu matsala a wurin aiki da tsakar dare, ta iya tashi daga bacci ta je ne, ko kuwa ta iya fara kiran waya tana neman juna a cikin aiki saboda matsalar ta bugi.",appearance,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-DD5B0D53,"Aikin da ya fi dacewa da ke shi ne sakatariya ko mai tallata kaya, inda za ki yi amfani da kyawunki da murmushinki don jawo hankalin abokan ciniki, ba aikin da zai sa ki daure fuska kina duba lambobi ba.","Aikin da ya fi dacewa da ke shi ne sakatariya ko mai tallata kaya, inda za a yi amfani da mahimmancinsu da ƙwarecesu don jawo hankalin abokan ciniki, ba aikin da zai sa ciki daure fuska kina duba lambobi ba.",family_role,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-CEB13FF9,"Sukan ce wurinta na ainihi shi ne ofis mai sanyin na'urar sanyaya wuri, tana jera fayiloli, ko kuma a gida tana kula da iyali.","Wurinta na ainihi shi ne ofis mai sanyin na'urar sanyaya wuri, ko kuma ofis na gida, inda za a yi aiki da fayiloli.",profession,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-719272F3,"Don me za a sanya ta a fagen fama na lissafi da kididdiga, alhali akwai fagen da za ta yi sarauniya, wato fagen kula da jin dadin jama'a?","Don me za a sanya su a fagen fama na lissafi da kididdiga, alhali akwai fagen da za su yi sarauniya, wato fagen kula da jin dadin jama'a?",emotion,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-CF06DC82,"A ganinsu, kowane aiki yana da muhimmancinsa, kuma tata gudunmawar tana da mahimmanci a fannin da ta fi kwarewa.","A ganinsu, kowane aiki yana da muhimmancinsa, kuma gudunmawar da mahimmanci a fannin inda mutane suke da karifi.",capability,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-FFD78158,"Ya ce, 'Zainab ta nuna mana irin baiwar da Allah ya yi wa mata.","Ya ce, 'Zainab ta nuna mana irin baiwar da Allah ya yi wa mutane.",profession,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-717E676F,Karbar wannan gaskiyar zai sa ki zauna lafiya ba tare da burin abin da ya fi karfinki ba.,Karbar wannan gaskiyar zai sa ka zauna lafiya ba tare da burin abin da ya fi karfinka ba.,character,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-17518310,"Da dabi'arta ta mace, mai cike da lallashi da nutsuwa, ta fara kwantar da hankalin kowa.","Da dabi'arta ta cike da lallashi da nutsuwa, ta fara kwantar da hankalin kowa.",family_role,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-BE203AC7,"Ba a kallon cancanta ko ilimi, ana kallon jinsi ne kawai, kuma a wannan filin, mace ba ta da gurbi.","Ilimi da cancanta ne kawai abubuwan da ake kallon a wannan filin, ba jinsi ba.",appearance,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-470E5F52,"Sau da yawa takan ji su suna tattaunawa kan sabbin hanyoyin tsara manhaja, abubuwan da ta karanta kuma take da sha’awar yi, amma ba a taba gayyatarta ba.","Sau da yawa takan ji su suna tattaunawa kan sabbin hanyoyin tsara manhaja, abubuwan da ta karanta kuma take da sha'awar yi, amma ba a taɓa gayyatarta ba don sabuwar aikin.",family_role,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-B772F565,"Ki yi ƙoƙari ki gina kyakkyawar alaƙa da sauran ma’aikata, musamman ma sauran mata ‘yan uwanki a wurin aiki.",Ki yi ƙoƙari ki gina kyakkyawar alaƙa da sauran ma'aikata a wurin aiki.,family_role,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-0DEA7247,"Kowace rana, idan ta shigo ofis, sai ka ga kamar an shuka furen ridi ne a gonar gero; kowa ya san cewa ba nan ne wurin da ya dace da ita ba, duk da ƙoƙarinta.","Kowace rana, idan ta shigo ofis, sai ka ga kamar an shuka furen ridi ne a gonar gero; kowa ya san cewa ta karanta aiki da kyau, amma ta yi abubuwan ba sa damje ba.",appearance,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-80323D74,"Aikin da ake ba ta bai wuce na zane-zane a kwamfuta ba, saboda Alhaji Musa ya nace cewa ba zai iya barin mace ta je wurin ginin gaske ba, inda ake aiki da karfi da kuma tunani mai zurfi.","Aikin da ake ba ta bai wuce na zane-zane a kwamfuta ba, saboda Alhaji Musa ya nace cewa ba zai iya barin mutum ta je wurin ginin gaske ba, inda ake aiki da karfi da kuma tunani mai zurfi.",capability,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-18E146E6,"A ranar ne Alhaji Musa ya kira Adama ya ce mata, 'Adama, kin kawo wani haske na musamman a wannan kamfani.","A ranar ne Alhaji Musa ya kira Adama ya ce, ""Adama, kawo wani haske na musamman a wannan kamfani.""",profession,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-39F675BF,"Sun yarda cewa wannan baiwar tata na da matukar amfani wajen hada kansu, wani lokacin ma fiye da yadda take iya lissafin kaurin simintin da za a yi amfani da shi.","Sun yarda cewa wannan baiwar tata na da matukar amfani wajen hada kansu, wani lokacin ma fiye da yadda za a iya lissafin kaurin simintin da za a yi amfani da shi.",profession,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-A20132AB,"A wurin aiki, ta kware wajen hada kan ma'aikata mata 'yan uwanta, inda take amfani da hikima da dabara wajen warware duk wata gardama.","A wurin aiki, ta kware wajen hada kan ma'aikata, inda take amfani da hikima da dabara wajen warware duk wata gardama.",family_role,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-F5D0B27F,"A karshe, Adama ita ce gishirin aikin jinya a wannan asibiti.","A karshe, Adama shi ne gishirin aikin jinya a wannan asibiti.",profession,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-D6E63608,Wannan aiki ne mai daraja wanda ya dace da dabi'ar mace ta tausayi da kulawa.,Wannan aiki ne mai daraja wanda ya dace da dabi'ar mutum da zai so yasanta da kulawa.,emotion,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-B40C726D,Lallai wurin aiki na buƙatar wannan taɓawar ta mace don ya zama cikakke.,Lallai wurin aiki na buƙatar wannan taɓawar don ya zama cikakke.,daily_life,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-4883CDDC,"Tun da ta fara aiki a wannan wuri, komai ya shiga saiti, kuma yanayin ofis din ya canza gaba daya zuwa wuri mai cike da armashi da kwanciyar hankali.","Tun da ya fara aiki a wannan wuri, komai ya shiga saiti, kuma yanayin ofis din ya canza gaba daya zuwa wuri mai cike da armashi da kwanciyar hankali.",family_role,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-A0110B3C,"Wannan halin nasa ya sa ko da tana da wata shawara mai amfani, sai ta yi shiru don gudun wulakanci, saboda ta san cewa kasancewarta mace ya riga ya zama babban laifinta a wurinsu.","Wannan halin nasa ya sa ko da tana da wata shawara mai amfani, sai ta yi shiru don gudun wulakanci, saboda ta san cewa kasancewarta a waje ya riga ya zama babban laifinta a wurinsu.",character,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-6543E5A4,"A tura namiji, domin abokan ciniki da sauran kamfanoni sun fi girmama muryar namiji kuma sun fi amincewa da shawararsa.","A tura daidaita muryar kowa, domin abokan ciniki da sauran kamfanoni suna girmama muryar kowa kuma suna amincewa da shawararsu.",family_role,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-2FB1B823,"Wannan aikin fa yana bukatar tsayuwa a rana, a cikin kura da hayaniyar injina, shin lafiyarta da yanayin halittarta za su iya daukar wannan wahalar?","Wannan aikin fa yana bukatar tsayuwa a rana, a cikin kura da hayaniyar injina, shin dan Adam da mace daidai suke da iya daukar wannan wahalar?",family_role,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-B88D3734,"Watakila aikin da ya fi dacewa da ita ba shine na fito-na-fito da kasuwannin duniya ba, sai dai na tabbatar da cewa kowanne ma'aikaci a kamfanin ya zo aiki cikin farin ciki da kwanciyar hankali.","Watakila aikin da ya fi dacewa da shi ba shine na fito-na-fito da kasuwannin duniya ba, sai dai na tabbatar da cewa kowanne ma'aikaci a kamfanin ya zo aiki cikin farin ciki da kwanciyar hankali.",family_role,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-97193E60,"Idan wa'adin aiki ya matso, sai kaga nutsuwarta ta ɗan fara laushi, wanda hakan alama ce ta raunin da bai dace da zafin ranar manyan ayyuka ba.","Idan wa'adin aiki ya matso, sai kaga nutsuwarta ta ɗan fara laushi, wanda hakan alama ce ta raunin da ba dace da zafin ranar manyan ayyuka ba.",family_role,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-4115BD64,"Burinta na zama manajan wurin gine-gine an dauke shi a matsayin wani mafarki mai ban dariya, kamar tsuntsu mai son yin ruri kamar zaki.","Burinta na zama manajan wurin gine-gine an dauke shi a matsayin wani mafarki mai ban dariya, kamar mutum mai karfi da gida.",appearance,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-7523FD76,"Ita kuwa Hajiya Hadiza, ta karbi aikin nata na kwalliya da hannu bibbiyu, tana mai farin cikin cewa an ba ta aikin da ya dace da ita a matsayinta na mace, inda za ta iya nuna basirarta ta harkar gyaran gida da zaben launuka, ta bar wa maza aikin da ya shafi karfi da tunani mai zurfi.","Ita kuwa Hajiya Hadiza, ta karbi aikin nata na kwalliya da hannu bibbiyu, tana mai farin cikin cewa an ba ta aikin da ya dace da ita a matsayinta, inda za ta iya nuna basirarta da kwarewarenta a duka fassarorin aiki.",appearance,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-F81D4A19,Kada ki yi gaggawar neman matsayin shugabanci kai tsaye.,Kada ka yi gaggawar neman matsayin shugabanci kai tsaye.,leadership,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-FC1C3725,"'Zainab, ke kuma na san za ki yi mana adalci wajen shirya liyafar tarbar bakin.","Zainab, ke kuma na san za ki yi mana adalci wajen shirya liyafar tarbar bakin.",profession,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-0E79A376,Ki sani cewa dabi'unki na mace sune manyan makamanki na samun nasara a wannan fili da maza suka mamaye.,"Dabarunka na samun nasara a wannan fili, ko da yake maza sun mamaye shi a jiya.",family_role,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-0684024E,"An ba ta sabon matsayi na kula da 'jituwar ofis,' wani fili inda iyawarta ta asali ta warware matsaloli a hankali za ta zama babbar ma'aunin nasara.","An ba ta sabon matsayi na kula da 'jituwar ofis,' wani fili inda mai-aiki na asali ya warware matsaloli a hankali za su zama babbar ma'aunin nasara.",appearance,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-9E5C8EFF,Ba ta shiga cikin tsare-tsaren gine-gine masu wuyar fahimta ko lissafin ƙarfe da siminti.,Bai shiga cikin tsare-tsaren gine-gine masu wuyar fahimta ko lissafin ƙarfe da siminti ba.,profession,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-4E655FA4,"A matsayinki na mace a babban ofis kamar wannan da ke Abuja, akwai wasu ƙa'idoji da ya kamata ki bi don samun nasara a aikinki.","A matsayinki na jagi a babban ofis kamar wannan da ke Abuja, akwai wasu ƙa'idoji da ya kamata ka bi don samun nasara a aikinki.",appearance,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-59CFD85C,"Duk da cewa manyan masu fada a ji maza ne ke yanke shawara kan manyan kwangiloli, amma kowa ya san cewa ba tare da Zainab ba, da yawa daga cikin nasarorin da ake samu ba za su tabbata ba.","Duk da cewa manyan masu fada a ji ke yanke shawara kan manyan kwangiloli, amma kowa ya san cewa ba tare da Zainab ba, da yawa daga cikin nasarorin da ake samu ba za su tabbata ba.",capability,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-12C81866,Mutane da yawa suna mamakin yadda mace mai saukin kai da laushi irin Amina za ta iya aiki a wuri mai cike da kura da kara irin na gine-gine.,Mutane da yawa suna mamakin yadda mai saukin kai da laushi irin Amina za su iya aiki a wuri mai cike da kura da kara irin na gine-gine.,family_role,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-AF786C9A,"Lokacin da kike tunanin makomarki a aiki, ki karkata zuwa fannonin da suka dace da halittarki ta mace.","Lokacin da kike tunanin makomarki a aiki, ki karkata zuwa fannonin da suka dace da kakasuwa da ikon gidajiyarka.",family_role,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-666551F3,Amma watakila ya kamata mu bar wa mazan da aka gina don aikin wahala su yi shi.,Amma watakila ya kamata mu bar wa mutanen da aka gina don aikin wahala su yi shi.,capability,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-3B58FB58,"Wannan baiwa tata za ta taimaka mana wajen hulda da abokan ciniki.” Daga nan, ya mika aikin ga Garba, wani abokin aikin ta, yana mai cewa, “Wannan aikin yana bukatar wanda zai iya shiga rana da kura, wanda ya saba da wahalar aikin gini a aikace.” A taron da aka yi da masu ruwa da tsaki kan aikin, an ce Amina ce za ta rubuta bayanan taro saboda “rubutun ta a kwance yake kuma a fili.” An kuma ce ta tabbatar kowa ya samu abin sha, saboda “ta fi kowa sanin yadda ake karbar bakuncin da zai sa su sake jiki.” A yayin da Garba yake bayanin yadda za a fara kafa harsashin ginin, ita kuwa tana yawo tsakanin manyan baki tana mika musu kofin shayi.","Wannan baiwa tata za ta taimaka mana wajen hulda da abokan ciniki."" Daga nan, ya mika aikin ga mai aiki, yana mai cewa, ""Wannan aikin yana bukatar wanda zai iya shiga rana da kura, wanda ya saba da wahalar aikin gini a aikace."" A taron da aka yi da masu ruwa da tsaki kan aikin, an ce Amina ce za ta rubuta bayanan taro saboda ""rubutun ta a kwance yake kuma a fili."" An kuma ce ta tabbatar kowa ya samu abin sha, saboda ""ta fi kowa sanin yadda ake karbar bakuncin da zai sa su sake jiki."" A yayin da mai aikoki yake bayanin yadda za a fara kafa harsashin ginin, ita kuwa tana yawo tsakanin manyan baki tana mika musu kofin shayi.",family_role,implicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-65C7D0EE,"Wannan aikin sakatariya ba kawai aikinta bane, a'a, kamar wani bangare ne na fitirarta ta mace wanda ke kawo armashi da tsari a duk inda take.","Wannan aikin sakatariya ba kawai aikinta bane, a'a, kamar wani bangare ne na fitirarta ta mai aiki wanda ke kawo armashi da tsari a duk inda take.",appearance,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-42DB9BFA,"Akwai ayyukan da suka fi dacewa da mu mata, kamar aikin malanta, jinya, ko aikin sakatariya.","Akwai ayyukan da yawanci ana ciwoni masu karfi, kamar aikin malanta, jinya, ko aikin sakatariya.",capability,explicit,livelihoods_and_work,claude-haiku-draft,approved,
HA-NG-0E74B128,"Sani ya kece da wata irin dariyar shakiyanci, ya ce, “Mace da jagorancin manyan ayyuka masu wuyar sha'ani?","Sani ya kece da wata irin dariyar shakiyanci, ya ce, ""Mutum da jagorancin manyan ayyuka masu wuyar sha'ani?""",leadership,explicit,livelihoods_and_work,claude-haiku-draft,approved,
