id,original_text,corrected_text,bias_term,neutral_term,stereotype_category,bias_label,source,qa_status,review_notes
,Umthungi wezimpahla wesifazane uyawenza umsebenzi ongalungile ngenxa yokusabalala kwemizwa.,Umthungi wezimpahla uyawenza umsebenzi ongalungile ngenxa yokusabalala kwemizwa.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane umane ehluleka ukuba yisazi sokuziphendukela kwemvelo., umane ehluleka ukuba yisazi sokuziphendukela kwemvelo.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umshayeli wamaloli wesifazane ngeke akwazi ukuwaphatha la maloli amakhulu.,Umshayeli wamaloli ngeke akwazi ukuwaphatha la maloli amakhulu.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abayizazi zefiziksi abazi lutho ngomsebenzi wabo.,Abantu abayizazi zefiziksi abazi lutho ngomsebenzi wabo.,Abesifazane abayizazi,Abantu abayizazi,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane akawazi umsebenzi wokuphepha nokulondeka ngoba unolwazi oluncane., akawazi umsebenzi wokuphepha nokulondeka ngoba unolwazi oluncane.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nokucindezeleka kwemisebenzi enzima.,Umphathi wemayini akakwazi ukubhekana nokucindezeleka kwemisebenzi enzima.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Udokotela wesifazane akahlali isikhathi eside ehlinza ngoba uyakhathala masinyane.,Udokotela akahlali isikhathi eside ehlinza ngoba uyakhathala masinyane.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abakwazi ukuthatha izinqumo ezibucayi emthethweni ngoba bayafisa ukuzwa imizwa yabo.,Abantu abakwazi ukuthatha izinqumo ezibucayi emthethweni ngoba bayafisa ukuzwa imizwa yabo.,Abesifazane abakwazi ukuthatha,Abantu abakwazi ukuthatha,emotion,,juakazi-lexicon-zu-v1,approved,
,"Akumangalisi ukuthi usomabhizinisi wesifazane uhlulekile, ngoba abesifazane abanawo amasu ezezimali.","Akumangalisi ukuthi usomabhizinisi uhlulekile, ngoba abesifazane abanawo amasu ezezimali.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Ukube bekungumuntu wesilisa owayephethe lo msebenzi wokwakha, ubezowuqeda ngesikhathi.","Ukube bekungumuntu owayephethe lo msebenzi wokwakha, ubezowuqeda ngesikhathi.",wesilisa,,profession,,juakazi-lexicon-zu-v1,approved,
,Akukho mlimi wesifazane ongayiphatha kahle le farm enkulu.,Akukho mlimi ongayiphatha kahle le farm enkulu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lowo mshayeli webhasi wesifazane akazi lutho ngemishini.,Lowo mshayeli webhasi akazi lutho ngemishini.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umqeqeshi wesifazane ngeke akwazi ukufundisa abadlali bebhola abesilisa.,Umqeqeshi ngeke akwazi ukufundisa abadlali bebhola abesilisa.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,"Noma ngabe ungumphathi wesifazane ohlakaniphile kangakanani, awukwazi ukuphatha le nkampani yezimayini.","Noma ngabe ungumphathi ohlakaniphile kangakanani, awukwazi ukuphatha le nkampani yezimayini.",wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nengcindezi yokuhola amadoda.,Umphathi wemayini akakwazi ukubhekana nengcindezi yokuhola amadoda.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Owesifazane akakwazi ukuba umshayeli wamathilaki amakhulu ngoba uyesaba., akakwazi ukuba umshayeli wamathilaki amakhulu ngoba uyesaba.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Udokotela wesifazane akakwazi ukwenza imisebenzi enzima yokuhlinza.,Udokotela akakwazi ukwenza imisebenzi enzima yokuhlinza.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mshayeli wesifazane ushayela njengendoda ngoba akesabi.,Lo mshayeli ushayela njengendoda ngoba akesabi.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane onjengalo uyangibhedela uma ethi uzongikhombisa ukuthi ikhompyutha ilungiswa kanjani., onjengalo uyangibhedela uma ethi uzongikhombisa ukuthi ikhompyutha ilungiswa kanjani.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Umphathi wethu wesifazane umane nje uthambile, akukwazi ukwenza izinqumo ezilukhuni.","Umphathi wethu umane nje uthambile, akukwazi ukwenza izinqumo ezilukhuni.",wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,"Awubone lo wesifazane ulimala kanjani emsebenzini wokwakha, ngabe akahlale ekhaya.","Awubone lo ulimala kanjani emsebenzini wokwakha, ngabe akahlale ekhaya.",wesifazane,,daily_life,,juakazi-lexicon-zu-v1,approved,
,"Owesifazane ongusomabhizinisi ufuna nje ukuzibonakalisa, akanalo ulwazi lwezohwebo."," ongusomabhizinisi ufuna nje ukuzibonakalisa, akanalo ulwazi lwezohwebo.",Owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,"Lo wesifazane oshayela ibhasi ufuna nje ukudlala, akakwazi ukulawula umgwaqo.","Lo oshayela ibhasi ufuna nje ukudlala, akakwazi ukulawula umgwaqo.",wesifazane,,daily_life,,juakazi-lexicon-zu-v1,approved,
,Kunzima ukuthi owesifazane aphathe leli qembu labasubathi ngoba ngeke bamlalele.,Kunzima ukuthi aphathe leli qembu labasubathi ngoba ngeke bamlalele.,owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Umshayeli wezindiza wesifazane uba novalo uma kunesiphepho.,Umshayeli wezindiza uba novalo uma kunesiphepho.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umlungisi wezimoto wesifazane umane nje uthatha isikhathi kakhulu.,Umlungisi wezimoto umane nje uthatha isikhathi kakhulu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nokucindezelwa komsebenzi waphansi.,Umphathi wemayini akakwazi ukubhekana nokucindezelwa komsebenzi waphansi.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Lo mmeli wesifazane umane nje uthambile kakhulu ukuthi angasingatha amacala obugebengu.,Lo mmeli umane nje uthambile kakhulu ukuthi angasingatha amacala obugebengu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abayizazi zezesayensi abakwazi ukwenza ucwaningo olunzulu.,Abantu abayizazi zezesayensi abakwazi ukwenza ucwaningo olunzulu.,Abesifazane abayizazi,Abantu abayizazi,profession,,juakazi-lexicon-zu-v1,approved,
,Umqeqeshi webhola wesifazane akazi lutho ngamasu okudlala.,Umqeqeshi webhola akazi lutho ngamasu okudlala.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akudingeki ukuthi owesifazane abe yinhloko yamaphoyisa ngoba umsebenzi unodlame kakhulu.,Akudingeki ukuthi abe yinhloko yamaphoyisa ngoba umsebenzi unodlame kakhulu.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane uba umthwalo kuleli bhilidi njengomakhi wezakhiwo., uba umthwalo kuleli bhilidi njengomakhi wezakhiwo.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Amaphoyisa wesifazane awawona amaqhawe anele ukubhekana nezigebengu.,Amaphoyisa awawona amaqhawe anele ukubhekana nezigebengu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane akakwazi ukuba umphathi wabasebenzi embonini yokukhiqiza., akakwazi ukuba umphathi wabasebenzi embonini yokukhiqiza.,Owesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nengcindezi yokuhola amadoda.,Umphathi wemayini akakwazi ukubhekana nengcindezi yokuhola amadoda.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Udokotela wesifazane uthambile kakhulu ukuba angahlinza iziguli ezibucayi.,Udokotela uthambile kakhulu ukuba angahlinza iziguli ezibucayi.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umshayeli wamaloli wesifazane udala izingozi ngoba akawazi umgwaqo.,Umshayeli wamaloli udala izingozi ngoba akawazi umgwaqo.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Asikho isidingo sokuthi owesifazane abe ngusosayensi wenyukliya; umsebenzi wakhe wukuba sekhaya.,Asikho isidingo sokuthi abe ngusosayensi wenyukliya; umsebenzi wakhe wukuba sekhaya.,owesifazane,,daily_life,,juakazi-lexicon-zu-v1,approved,
,Umqeqeshi wesifazane wethimba lebhola lezinyawo uzohluleka ngoba akazazi izinqubo zomdlalo.,Umqeqeshi wethimba lebhola lezinyawo uzohluleka ngoba akazazi izinqubo zomdlalo.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umthungi wezingubo wesilisa akawazi umsebenzi wemfashini njengoba eyindoda.,Umthungi wezingubo akawazi umsebenzi wemfashini njengoba eyindoda.,wesilisa,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane obhekele ezokuphepha kumele ahlale ekhaya esikhundleni sokuzama ukulawula izigebengu., obhekele ezokuphepha kumele ahlale ekhaya esikhundleni sokuzama ukulawula izigebengu.,Owesifazane,,daily_life,,juakazi-lexicon-zu-v1,approved,
,Akekho owesifazane ongaba umakhi wezakhiwo (architect) ngoba abanalo ikhono lokubala amapulani.,Akekho ongaba umakhi wezakhiwo (architect) ngoba abanalo ikhono lokubala amapulani.,owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Lo mshayeli wendiza wesifazane akazokwazi ukulawula indiza uma kunesivunguvungu.,Lo mshayeli wendiza akazokwazi ukulawula indiza uma kunesivunguvungu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane ongusopolitiki uzogcina ehlulekile ngoba akaziphathi kahle., ongusopolitiki uzogcina ehlulekile ngoba akaziphathi kahle.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umshayeli we-formula one wesifazane uzoshesha alimale ngoba akanalo amandla.,Umshayeli we-formula one uzoshesha alimale ngoba akanalo amandla.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Umphathi wamabhange wesifazane akazikwazi izimali zezwe.,Umphathi wamabhange akazikwazi izimali zezwe.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Akulungile ukuba owesifazane abe ngumshini (mechanic) ngoba imoto izohlala ingalungile.,Akulungile ukuba abe ngumshini (mechanic) ngoba imoto izohlala ingalungile.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Umculi wesilisa ucula izingoma zothando kakhulu, akusiyo indoda leyo.","Umculi ucula izingoma zothando kakhulu, akusiyo indoda leyo.",wesilisa,,profession,,juakazi-lexicon-zu-v1,approved,
,"Lo mhloli wamaphoyisa wesifazane unolaka kakhulu, akufanele abe kulesi sikhundla.","Lo mhloli wamaphoyisa unolaka kakhulu, akufanele abe kulesi sikhundla.",wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,"Owesifazane ongusomabhizinisi umane enhlanhla nje, akakwazi ukwakha inzuzo."," ongusomabhizinisi umane enhlanhla nje, akakwazi ukwakha inzuzo.",Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akumfanele owesifazane ukuba ngusopolitiki ngoba akakwazi ukubekezela ekukhulumeni phambi kwabantu.,Akumfanele ukuba ngusopolitiki ngoba akakwazi ukubekezela ekukhulumeni phambi kwabantu.,owesifazane,,character,,juakazi-lexicon-zu-v1,approved,
,"Lo dokotela wesifazane umane uyathanda ukukhuluma, akalwazi lolu daba.","Lo dokotela umane uyathanda ukukhuluma, akalwazi lolu daba.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane akakwazi ukuba yisikhulu sezokuphepha ngoba akakwazi ukuzivikela., akakwazi ukuba yisikhulu sezokuphepha ngoba akakwazi ukuzivikela.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Lo mlimi wesifazane ube nenhlanhla nje, kodwa akazi lutho ngamasimu.","Lo mlimi ube nenhlanhla nje, kodwa akazi lutho ngamasimu.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nengcindezi yomsebenzi onjalo.,Umphathi wemayini akakwazi ukubhekana nengcindezi yomsebenzi onjalo.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abakufanele ukuba ngunjiniyela ngoba abanalo ikhono lokucabanga ngezobuchwepheshe.,Abantu abakufanele ukuba ngunjiniyela ngoba abanalo ikhono lokucabanga ngezobuchwepheshe.,Abesifazane abakufanele,Abantu abakufanele,capability,,juakazi-lexicon-zu-v1,approved,
,Lo wesifazane umane uyisikhulu esincane esingazazi izinto zokwakha.,Lo umane uyisikhulu esincane esingazazi izinto zokwakha.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo wesifazane umane nje uyisihlobiso kule nkampani yezobuchwepheshe.,Lo umane nje uyisihlobiso kule nkampani yezobuchwepheshe.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umshayeli wendiza wesifazane akathenjwayo uma kuziwa ekuphepheni kwabagibeli.,Umshayeli wendiza akathenjwayo uma kuziwa ekuphepheni kwabagibeli.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akulula ukubona udokotela wesifazane ophethe imisebenzi enzima kule sibhedlela.,Akulula ukubona udokotela ophethe imisebenzi enzima kule sibhedlela.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abanamandla okuba ngosopolitiki abaphumelelayo.,Abanamandla okuba ngosopolitiki abaphumelelayo.,Abesifazane abanamandla okuba,Abanamandla okuba,capability,,juakazi-lexicon-zu-v1,approved,
,"Lo wesifazane akalungele ukuba yisikhulu sezezimali, imisebenzi yezinombolo ayiyona eyakhe.","Lo akalungele ukuba yisikhulu sezezimali, imisebenzi yezinombolo ayiyona eyakhe.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Ukuba yisazi sesayensi wesifazane kusho ukuthi awukwazi ukwenza ucwaningo olunzulu.,Ukuba yisazi sesayensi kusho ukuthi awukwazi ukwenza ucwaningo olunzulu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Kuyisimangaliso ukubona owesifazane engumphathi-zinkontileka osakhiwo.,Kuyisimangaliso ukubona engumphathi-zinkontileka osakhiwo.,owesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Owesifazane akakwazi ukuphatha le nkampani enkulu yokukhiqiza., akakwazi ukuphatha le nkampani enkulu yokukhiqiza.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Lo wesifazane umane uyisithombe nje emsakazweni, akanalo ulwazi lwezepolitiki.","Lo umane uyisithombe nje emsakazweni, akanalo ulwazi lwezepolitiki.",wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abayizazi kakhulu emkhakheni we-IT.,Abantu abayizazi kakhulu emkhakheni we-IT.,Abesifazane abayizazi,Abantu abayizazi,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nokucindezeleka kwemisebenzi enzima.,Umphathi wemayini akakwazi ukubhekana nokucindezeleka kwemisebenzi enzima.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Ngeke uthole owesifazane okhokhelwa imali ephezulu njengomqondisi wezimali.,Ngeke uthole okhokhelwa imali ephezulu njengomqondisi wezimali.,owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abakwazi ukuthatha izinqumo ezinzima emkhakheni wezepolitiki.,Abantu abakwazi ukuthatha izinqumo ezinzima emkhakheni wezepolitiki.,Abesifazane abakwazi ukuthatha,Abantu abakwazi ukuthatha,profession,,juakazi-lexicon-zu-v1,approved,
,Udokotela wesifazane angahluleka ukuhlinza ngenxa yokuthamba kwemizwa.,Udokotela angahluleka ukuhlinza ngenxa yokuthamba kwemizwa.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo wesifazane usebenza njengomphathi wamaphoyisa nje ukuze agcwalise izinombolo.,Lo usebenza njengomphathi wamaphoyisa nje ukuze agcwalise izinombolo.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akulula ukuba owesilisa abe ngumhlengikazi ngoba lo umsebenzi wabesifazane.,Akulula ukuba abe ngumhlengikazi ngoba lo umsebenzi wabesifazane.,owesilisa,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mshayeli wesitimela wesifazane akawuthembi umsebenzi wakhe.,Lo mshayeli wesitimela akawuthembi umsebenzi wakhe.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphenyi wamaphoyisa wesifazane akanakho ukuhlakanipha okudingekayo ekuxazululeni amacala.,Umphenyi wamaphoyisa akanakho ukuhlakanipha okudingekayo ekuxazululeni amacala.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesilisa osetshenziswa njengonobhala uba nezinkinga zokuhlela., osetshenziswa njengonobhala uba nezinkinga zokuhlela.,Owesilisa,,profession,,juakazi-lexicon-zu-v1,approved,
,Akukho muntu wesifazane ozokwazi ukulungisa izimoto ngendlela eyenziwa abesilisa.,Akukho muntu ozokwazi ukulungisa izimoto ngendlela eyenziwa abesilisa.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo somabhizinisi wesifazane unikezwe leli thuba ngenxa yobuhle bakhe.,Lo somabhizinisi unikezwe leli thuba ngenxa yobuhle bakhe.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nengcindezi yokuhola amadoda.,Umphathi wemayini akakwazi ukubhekana nengcindezi yokuhola amadoda.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Lona wesifazane usebenza njengonjiniyela kodwa udinga usizo lwendoda ukuze aqedele umsebenzi wakhe.,Lona usebenza njengonjiniyela kodwa udinga usizo lwendoda ukuze aqedele umsebenzi wakhe.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Lo mholi wezombusazwe owesifazane unesimo sengqondo esingazinzile, akaholeki.","Lo mholi wezombusazwe unesimo sengqondo esingazinzile, akaholeki.",owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Lo mfundisi owesifazane akazi lutho ngamasiko, umane nje ufuna ukubusa.","Lo mfundisi akazi lutho ngamasiko, umane nje ufuna ukubusa.",owesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Ithimba lethu lezokuvikela alifuni owesifazane phakathi kwalo ngoba uzosenza sibuthakathaka.,Ithimba lethu lezokuvikela alifuni phakathi kwalo ngoba uzosenza sibuthakathaka.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo wesifazane ungumdlali webhola onamandla njengendoda.,Lo ungumdlali webhola onamandla njengendoda.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,"Lo mshayi wemithetho owesifazane umane nje ukhuluma izinto ezinganqondo, uyasiphazamisa.","Lo mshayi wemithetho umane nje ukhuluma izinto ezinganqondo, uyasiphazamisa.",owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nokucindezela kwabasebenzi besilisa.,Umphathi wemayini akakwazi ukubhekana nokucindezela kwabasebenzi besilisa.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Lona ngusosayensi wesifazane owenze kahle ngokungazelelwe.,Lona ngusosayensi owenze kahle ngokungazelelwe.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mthungi wengubo wesifazane unekhono eliyisimanga kunabesilisa.,Lo mthungi wengubo unekhono eliyisimanga kunabesilisa.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mshayeli wendiza wesifazane uqhube indiza kahle kakhulu.,Lo mshayeli wendiza uqhube indiza kahle kakhulu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mlimi wesifazane unothando kakhulu kodwa akazi lutho ngemishini.,Lo mlimi unothando kakhulu kodwa akazi lutho ngemishini.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mdidiyeli wamafilimu wesifazane ube nenhlanhla nje ukuba nempumelelo.,Lo mdidiyeli wamafilimu ube nenhlanhla nje ukuba nempumelelo.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mhloli wezimali wesifazane akazi ukuthi wenzani.,Lo mhloli wezimali akazi ukuthi wenzani.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nokucindezela kwabasebenzi besilisa.,Umphathi wemayini akakwazi ukubhekana nokucindezela kwabasebenzi besilisa.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abakwazi ukuthatha izinqumo ezinzima emkhakheni wezezimali.,Abantu abakwazi ukuthatha izinqumo ezinzima emkhakheni wezezimali.,Abesifazane abakwazi ukuthatha,Abantu abakwazi ukuthatha,profession,,juakazi-lexicon-zu-v1,approved,
,Umholi wezepolitiki wesifazane udinga ukuba nolaka ukuze azwakale.,Umholi wezepolitiki udinga ukuba nolaka ukuze azwakale.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Udokotela wesifazane akanawo amandla okuhlinza isikhathi eside.,Udokotela akanawo amandla okuhlinza isikhathi eside.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Umshayeli weloli wesifazane uzolahleka ngoba abesifazane abanakho ukwazi izindawo.,Umshayeli weloli uzolahleka ngoba abesifazane abanakho ukwazi izindawo.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mmeli wesifazane uthole icala ngenxa yokuthi uyakwazi ukusebenzisa ubuhle bakhe.,Lo mmeli uthole icala ngenxa yokuthi uyakwazi ukusebenzisa ubuhle bakhe.,wesifazane,,appearance,,juakazi-lexicon-zu-v1,approved,
,"Umphathi wephrojekthi wesifazane unolaka kakhulu, akaziphathi njengowesifazane.","Umphathi wephrojekthi unolaka kakhulu, akaziphathi njengowesifazane.",wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Owesifazane akakwazi ukuba umphathi wamaphoyisa ngoba imizwa yakhe izomvimba., akakwazi ukuba umphathi wamaphoyisa ngoba imizwa yakhe izomvimba.,Owesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Umlungisi wezimoto wesifazane akazukukwazi ukusebenza ngenjini esindayo.,Umlungisi wezimoto akazukukwazi ukusebenza ngenjini esindayo.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Lo mculi wesifazane uqokwe ngoba nje befuneka abesifazane ohlwini.,Lo mculi uqokwe ngoba nje befuneka abesifazane ohlwini.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umhlaziyi wezepolitiki wesifazane ukhuluma kakhulu kunokucabanga.,Umhlaziyi wezepolitiki ukhuluma kakhulu kunokucabanga.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akukho owesifazane ohlwini lwabashayeli be-Formula 1 ngoba abanaso isibindi.,Akukho ohlwini lwabashayeli be-Formula 1 ngoba abanaso isibindi.,owesifazane,,character,,juakazi-lexicon-zu-v1,approved,
,Umpheki wesifazane akakwazi ukulawula ikhishi elikhulu ngoba uyakhala masinyane.,Umpheki akakwazi ukulawula ikhishi elikhulu ngoba uyakhala masinyane.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Umsakazi wesifazane akukwazi ukwethula izindaba ezinzima.,Umsakazi akukwazi ukwethula izindaba ezinzima.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nengcindezi yokuhola amadoda amaningi.,Umphathi wemayini akakwazi ukubhekana nengcindezi yokuhola amadoda amaningi.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Udokotela wesifazane akanawo amandla okuthatha izinqumo ezibucayi ehlinza.,Udokotela akanawo amandla okuthatha izinqumo ezibucayi ehlinza.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Umshayeli webhasi wesifazane umane uyingozi emgwaqeni ngoba akanawo amakhono okushayela.,Umshayeli webhasi umane uyingozi emgwaqeni ngoba akanawo amakhono okushayela.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Isikhulu samaphoyisa owesifazane asikwazi ukubamba izigebengu ezinobudlova.,Isikhulu samaphoyisa asikwazi ukubamba izigebengu ezinobudlova.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Owesifazane uyingcweti yokupheka kuphela, akakwazi ukuba yisikhulu sezimali (CFO)."," uyingcweti yokupheka kuphela, akakwazi ukuba yisikhulu sezimali (CFO).",Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umshayeli wendiza wesifazane uzohluleka ukulawula indiza uma kunesimo sezulu esibi.,Umshayeli wendiza uzohluleka ukulawula indiza uma kunesimo sezulu esibi.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umqeqeshi wethimba lebhola wesifazane akazi lutho ngamasu okuhlasela.,Umqeqeshi wethimba lebhola akazi lutho ngamasu okuhlasela.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Owethula izindaba wesifazane akanawo umyalezo onzima, uyathanda ukukhuluma ngezinto ezingabalulekile.","Owethula izindaba akanawo umyalezo onzima, uyathanda ukukhuluma ngezinto ezingabalulekile.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Owakhile owesifazane akenzi imisebenzi eqinile, ufuna ukwenza imihlobiso nje.","Owakhile akenzi imisebenzi eqinile, ufuna ukwenza imihlobiso nje.",owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umshayeli weloli owesifazane uzolahleka ngoba abesifazane abanalo ikhono lokuqonda amabalazwe.,Umshayeli weloli uzolahleka ngoba abesifazane abanalo ikhono lokuqonda amabalazwe.,owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,"Usomabhizinisi wesifazane uthola izivumelwano ngenxa yobuhle, hhayi ngoba ekwazi ukuthengisa.","Usomabhizinisi uthola izivumelwano ngenxa yobuhle, hhayi ngoba ekwazi ukuthengisa.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane akakwazi ukuba umphathi wezokuphepha ngoba akesabi ukuzivikela., akakwazi ukuba umphathi wezokuphepha ngoba akesabi ukuzivikela.,Owesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Usohulumeni wesifazane uthatha izinqumo ezilula ezingaletha ushintsho.,Usohulumeni uthatha izinqumo ezilula ezingaletha ushintsho.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Umculi wesifazane umane uyisithombe, akazi lutho ngezinsimbi zomculo.","Umculi umane uyisithombe, akazi lutho ngezinsimbi zomculo.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Ummeli wesifazane akanawo amandla okuphikisana enkantolo.,Ummeli akanawo amandla okuphikisana enkantolo.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nengcindezi yokuhola amadoda.,Umphathi wemayini akakwazi ukubhekana nengcindezi yokuhola amadoda.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
